h,hunger,durst,energie,stimmung,gesundheit,status
0.0,98.0,97.0,100.0,100.0,100.0,lebendig
0.17,96.0,94.0,100.0,100.0,100.0,lebendig
0.33,94.0,91.0,100.0,100.0,100.0,lebendig
0.5,92.0,88.0,100.0,100.0,100.0,lebendig
0.67,90.0,85.0,100.0,100.0,100.0,lebendig
0.83,88.0,82.0,100.0,100.0,100.0,lebendig
1.0,86.0,79.0,100.0,100.0,100.0,lebendig
1.17,84.0,76.0,100.0,100.0,100.0,lebendig
1.33,82.0,73.0,99.8,100.0,100.0,lebendig
1.5,80.0,70.0,99.6,100.0,100.0,lebendig
1.67,78.0,67.0,99.3,100.0,100.0,lebendig
1.83,76.0,64.0,99.2,100.0,100.0,lebendig
2.0,74.0,61.0,99.2,100.0,100.0,lebendig
2.17,72.0,58.0,99.3,100.0,100.0,lebendig
2.33,70.0,55.0,99.6,100.0,100.0,lebendig
2.5,68.0,52.0,100.0,100.0,100.0,lebendig
2.67,66.0,49.0,100.0,100.0,100.0,lebendig
2.83,64.0,46.0,100.0,100.0,100.0,lebendig
3.0,62.0,43.0,100.0,100.0,100.0,lebendig
3.17,60.0,40.0,100.0,100.0,100.0,lebendig
3.33,58.0,37.0,98.7,99.0,100.0,lebendig
3.5,56.0,34.0,97.3,98.0,100.0,lebendig
3.67,54.0,31.0,96.0,97.0,100.0,lebendig
3.83,52.0,28.0,94.7,96.0,100.0,lebendig
4.0,50.0,25.0,93.3,95.0,100.0,lebendig
4.17,48.0,22.0,92.0,94.0,100.0,lebendig
4.33,46.0,19.0,90.7,93.0,100.0,hungrig/durstig
4.5,44.0,16.0,89.3,92.0,100.0,hungrig/durstig
4.67,42.0,13.0,88.0,91.0,100.0,hungrig/durstig
4.83,40.0,10.0,86.7,90.0,100.0,hungrig/durstig
5.0,38.0,7.0,85.3,89.0,100.0,hungrig/durstig
5.17,36.0,4.0,84.0,88.0,100.0,hungrig/durstig
5.33,34.0,1.0,82.7,87.0,100.0,hungrig/durstig
5.5,32.0,0.0,81.3,86.0,100.0,hungrig/durstig
5.67,30.0,0.0,80.0,85.0,100.0,hungrig/durstig
5.83,28.0,0.0,78.7,84.0,100.0,hungrig/durstig
6.0,26.0,0.0,77.3,83.0,100.0,hungrig/durstig
6.17,24.0,0.0,76.0,82.0,100.0,hungrig/durstig
