h,hunger,durst,energie,stimmung,gesundheit,status
0.0,98.0,97.0,99.8,100.0,100.0,lebendig
0.17,96.0,94.0,99.7,100.0,100.0,lebendig
0.33,94.0,91.0,99.9,100.0,100.0,lebendig
0.5,92.0,88.0,100.0,100.0,100.0,lebendig
0.67,90.0,85.0,100.0,100.0,100.0,lebendig
0.83,88.0,82.0,100.0,100.0,100.0,lebendig
1.0,86.0,79.0,99.8,100.0,100.0,lebendig
1.17,84.0,76.0,99.4,100.0,100.0,lebendig
1.33,82.0,73.0,98.8,100.0,100.0,lebendig
1.5,80.0,70.0,98.0,100.0,100.0,lebendig
1.67,78.0,67.0,97.3,100.0,100.0,lebendig
1.83,76.0,64.0,96.7,100.0,100.0,lebendig
2.0,74.0,61.0,96.3,100.0,100.0,lebendig
2.17,72.0,58.0,96.2,100.0,100.0,lebendig
2.33,70.0,55.0,96.2,100.0,100.0,lebendig
2.5,68.0,52.0,96.5,100.0,100.0,lebendig
2.67,66.0,49.0,96.7,100.0,100.0,lebendig
2.83,64.0,46.0,96.9,100.0,100.0,lebendig
3.0,62.0,43.0,96.8,100.0,100.0,lebendig
3.17,60.0,40.0,96.5,100.0,100.0,lebendig
3.33,58.0,37.0,94.5,98.7,100.0,lebendig
3.5,56.0,34.0,92.5,97.3,100.0,lebendig
3.67,54.0,31.0,90.5,96.0,100.0,lebendig
3.83,52.0,28.0,88.5,94.7,100.0,lebendig
4.0,50.0,25.0,86.5,93.3,100.0,lebendig
4.17,48.0,22.0,84.5,92.0,100.0,lebendig
4.33,46.0,19.0,82.5,90.7,100.0,hungrig/durstig
4.5,44.0,16.0,80.5,89.3,100.0,hungrig/durstig
4.67,42.0,13.0,78.5,88.0,100.0,hungrig/durstig
4.83,40.0,10.0,76.5,86.7,100.0,hungrig/durstig
5.0,38.0,7.0,74.5,85.3,100.0,hungrig/durstig
5.17,36.0,4.0,72.5,84.0,100.0,hungrig/durstig
5.33,34.0,1.0,70.5,82.7,100.0,hungrig/durstig
5.5,32.0,0.0,68.5,81.3,100.0,hungrig/durstig
5.67,30.0,0.0,66.5,80.0,100.0,hungrig/durstig
5.83,28.0,0.0,64.5,78.7,100.0,hungrig/durstig
6.0,26.0,0.0,62.5,77.3,100.0,hungrig/durstig
6.17,24.0,0.0,60.5,76.0,100.0,hungrig/durstig
6.33,22.0,0.0,58.5,74.7,100.0,hungrig/durstig
6.5,20.0,0.0,56.5,73.3,100.0,hungrig/durstig
6.67,18.0,0.0,54.5,72.0,100.0,hungrig/durstig
6.83,16.0,0.0,52.5,70.7,100.0,hungrig/durstig
7.0,14.0,0.0,50.5,69.3,100.0,hungrig/durstig
7.17,12.0,0.0,48.5,68.0,100.0,hungrig/durstig
7.33,10.0,0.0,46.5,66.7,100.0,hungrig/durstig
7.5,8.0,0.0,44.5,65.3,100.0,hungrig/durstig
7.67,6.0,0.0,42.5,64.0,100.0,hungrig/durstig
7.83,4.0,0.0,40.5,62.7,100.0,hungrig/durstig
8.0,2.0,0.0,38.5,61.3,100.0,hungrig/durstig
8.17,0.0,0.0,36.5,60.0,100.0,hungrig/durstig
8.33,0.0,0.0,34.5,58.7,99.5,hungrig/durstig
8.5,0.0,0.0,32.5,57.3,99.0,hungrig/durstig
8.67,0.0,0.0,30.5,56.0,98.5,hungrig/durstig
8.83,0.0,0.0,28.5,54.7,98.0,hungrig/durstig
9.0,0.0,0.0,26.5,53.3,97.5,hungrig/durstig
9.17,0.0,0.0,24.5,52.0,97.0,hungrig/durstig
9.33,0.0,0.0,22.5,50.7,96.5,hungrig/durstig
9.5,0.0,0.0,20.5,49.3,96.0,hungrig/durstig
9.67,0.0,0.0,18.5,48.0,95.5,erschöpft
9.83,0.0,0.0,16.5,46.7,95.0,erschöpft
10.0,0.0,0.0,14.5,45.3,94.5,erschöpft
10.17,0.0,0.0,12.5,44.0,94.0,erschöpft
10.33,0.0,0.0,10.5,42.7,93.5,erschöpft
10.5,0.0,0.0,8.5,41.3,93.0,erschöpft
10.67,0.0,0.0,6.5,40.0,92.5,erschöpft
10.83,0.0,0.0,4.5,38.7,92.0,erschöpft
11.0,0.0,0.0,2.5,37.3,91.5,erschöpft
11.17,0.0,0.0,0.5,36.0,91.0,erschöpft
11.33,0.0,0.0,0.0,34.7,90.5,erschöpft
11.5,0.0,0.0,0.0,33.3,90.0,erschöpft
11.67,0.0,0.0,0.0,32.0,89.5,erschöpft
11.83,0.0,0.0,0.0,30.7,89.0,erschöpft
12.0,0.0,0.0,0.0,29.3,88.5,erschöpft
