h,hunger,durst,energie,gesundheit,stimmung,aktionen,status
0.0,88.0,82.0,100.0,100.0,100.0,—,stabil
1.0,76.0,64.0,100.0,100.0,100.0,—,stabil
2.0,64.0,46.0,100.0,100.0,100.0,—,stabil
3.0,52.0,28.0,100.0,100.0,94.0,—,BEOBACHTEN
4.0,40.0,10.0,100.0,100.0,88.0,—,WARNUNG
5.0,28.0,0.0,92.0,100.0,82.0,—,WARNUNG
6.0,16.0,0.0,84.0,100.0,76.0,—,WARNUNG
7.0,4.0,0.0,76.0,100.0,70.0,—,WARNUNG
8.0,0.0,0.0,68.0,100.0,64.0,—,WARNUNG
9.0,0.0,0.0,60.0,100.0,58.0,—,WARNUNG
10.0,0.0,0.0,52.0,100.0,52.0,—,WARNUNG
11.0,0.0,0.0,44.0,100.0,46.0,—,WARNUNG
12.0,22.0,22.0,36.0,100.0,40.0,"W,F",WARNUNG
13.0,32.0,26.0,28.0,96.0,34.0,"W,F",BEOBACHTEN
14.0,42.0,30.0,20.0,92.0,28.0,"W,F",BEOBACHTEN
15.0,52.0,34.0,12.0,88.0,22.0,"W,F",BEOBACHTEN
16.0,62.0,38.0,12.0,84.0,16.0,"W,F",BEOBACHTEN
17.0,72.0,42.0,12.0,80.0,10.0,"W,F",stabil
18.0,82.0,46.0,12.0,76.0,4.0,"W,F",stabil
19.0,92.0,50.0,12.0,76.0,0.0,"W,F",stabil
20.0,100.0,54.0,12.0,76.0,0.0,"W,F",stabil
21.0,100.0,58.0,12.0,76.0,0.0,"W,F",stabil
22.0,100.0,62.0,12.0,76.0,0.0,"W,F",stabil
23.0,100.0,66.0,12.0,76.0,0.0,"W,F",stabil
24.0,100.0,70.0,12.0,76.0,0.0,"W,F",stabil
25.0,100.0,74.0,12.0,76.0,0.0,"W,F",stabil
26.0,100.0,78.0,12.0,76.0,0.0,"W,F",stabil
27.0,100.0,82.0,12.0,76.0,0.0,"W,F",stabil
28.0,100.0,86.0,12.0,76.0,0.0,"W,F",stabil
29.0,100.0,90.0,12.0,76.0,0.0,"W,F",stabil
30.0,100.0,94.0,12.0,76.0,0.0,"W,F",stabil
31.0,100.0,98.0,12.0,76.0,0.0,"W,F",stabil
32.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
33.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
34.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
35.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
36.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
37.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
38.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
39.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
40.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
41.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
42.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
43.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
44.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
45.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
46.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
47.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
48.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
49.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
50.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
51.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
52.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
53.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
54.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
55.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
56.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
57.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
58.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
59.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
60.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
61.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
62.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
63.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
64.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
65.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
66.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
67.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
68.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
69.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
70.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
71.0,100.0,100.0,12.0,76.0,0.0,"W,F",stabil
